Day,Month,Year,o3_egnatia,o3_egnatia_yest,o3_eptapyrgiou,o3_lagkada,no2_egnatia,no2_egnatia_yest,temperature_egnatia,humidity_egnatia,WINDS_kord,WINDD_kord,Target
5024,3,10,2013,14.0,25.0,50.0,51.0,51.0,46.0,15.1,39.0,2.13,244.97,16.0
5025,4,10,2013,16.0,14.0,53.0,44.0,58.0,51.0,12.5,43.0,1.41,129.15,24.0
5026,5,10,2013,24.0,16.0,58.0,44.0,58.0,58.0,13.8,52.0,1.25,125.52,20.0
5027,6,10,2013,20.0,24.0,62.0,58.0,52.0,58.0,16.3,56.0,1.21,121.06,27.0
5028,7,10,2013,27.0,20.0,60.0,52.0,69.0,52.0,17.4,56.0,0.99,145.59,24.0
5029,8,10,2013,24.0,27.0,61.0,52.0,63.0,69.0,18.4,60.0,1.06,143.21,31.0
5030,9,10,2013,31.0,24.0,57.0,46.0,66.0,63.0,18.2,61.0,0.87,121.41,26.0
5031,10,10,2013,26.0,31.0,53.0,40.0,62.0,66.0,19.5,70.0,0.8,136.62,36.0
5032,11,10,2013,36.0,26.0,27.0,15.0,64.0,62.0,18.9,84.0,0.67,127.98,28.0
5033,12,10,2013,28.0,36.0,28.0,25.0,58.0,64.0,19.6,81.0,0.6,147.88,21.0
5034,13,10,2013,21.0,28.0,41.0,37.0,44.0,58.0,20.2,82.0,0.82,175.09,19.0
5035,14,10,2013,19.0,21.0,60.0,51.0,50.0,44.0,20.6,78.0,0.58,173.24,28.0
5036,15,10,2013,28.0,19.0,52.0,37.0,62.0,50.0,20.7,74.0,0.64,140.62,31.0
5037,16,10,2013,31.0,28.0,53.0,30.0,66.0,62.0,20.2,70.0,1.0,152.07,16.0
5038,17,10,2013,16.0,31.0,49.0,37.0,44.0,66.0,15.7,50.0,4.13,311.13,17.0
5039,18,10,2013,17.0,16.0,58.0,43.0,59.0,44.0,18.0,42.0,3.28,299.75,25.0
5040,19,10,2013,25.0,17.0,58.0,60.0,73.0,59.0,18.6,39.0,1.32,217.74,34.0
5041,20,10,2013,34.0,25.0,57.0,41.0,68.0,73.0,17.6,59.0,1.02,138.44,35.0
5042,21,10,2013,35.0,34.0,44.0,50.0,69.0,68.0,17.0,69.0,0.66,168.77,46.0
5043,22,10,2013,46.0,35.0,49.0,53.0,89.0,69.0,18.0,68.0,0.45,160.6,49.0
5044,23,10,2013,49.0,46.0,52.0,58.0,93.0,89.0,18.3,66.0,0.58,156.83,42.0
5045,24,10,2013,42.0,49.0,54.0,55.0,80.0,93.0,18.2,69.0,0.83,141.48,37.0
5046,25,10,2013,37.0,42.0,51.0,50.0,75.0,80.0,17.6,75.0,0.78,153.86,33.0
5047,26,10,2013,33.0,37.0,58.0,56.0,66.0,75.0,17.5,76.0,0.68,174.48,33.0
5048,27,10,2013,33.0,33.0,61.0,57.0,68.0,66.0,17.6,75.0,0.68,182.05,40.0
5049,28,10,2013,40.0,33.0,51.0,47.0,74.0,68.0,16.7,80.0,0.51,112.66,46.0
5050,29,10,2013,46.0,40.0,50.0,38.0,86.0,74.0,17.5,75.0,0.52,171.29,53.0
5051,30,10,2013,53.0,46.0,49.0,31.0,94.0,86.0,17.3,72.0,0.42,174.02,54.0
5053,1,11,2013,36.0,54.0,48.0,49.0,78.0,91.0,17.4,68.0,0.78,132.57,33.0
5054,2,11,2013,33.0,36.0,47.0,45.0,69.0,78.0,17.4,69.0,0.5,180.59,31.0
5055,3,11,2013,31.0,33.0,50.0,42.0,70.0,69.0,17.3,74.0,0.61,160.3,40.0
5056,4,11,2013,40.0,31.0,82.0,54.0,76.0,70.0,17.5,77.0,0.78,129.93,28.0
5057,5,11,2013,28.0,40.0,63.0,39.0,65.0,76.0,19.3,67.0,1.76,113.9,16.0
5058,6,11,2013,16.0,28.0,29.0,22.0,39.0,65.0,19.5,66.0,2.07,128.95,27.0
5059,7,11,2013,27.0,16.0,41.0,32.0,70.0,39.0,17.9,48.0,1.32,136.19,34.0
5060,8,11,2013,34.0,27.0,57.0,33.0,78.0,70.0,17.0,68.0,0.76,142.23,27.0
5061,9,11,2013,27.0,34.0,52.0,46.0,64.0,78.0,16.9,74.0,0.53,197.36,22.0
5062,10,11,2013,22.0,27.0,63.0,53.0,60.0,64.0,17.3,73.0,0.9,156.12,29.0
5063,11,11,2013,29.0,22.0,40.0,42.0,88.0,60.0,18.0,77.0,0.96,156.94,15.0
5064,12,11,2013,15.0,29.0,73.0,35.0,63.0,88.0,19.7,62.0,1.86,92.02,16.0
5065,13,11,2013,16.0,15.0,66.0,22.0,60.0,63.0,17.6,62.0,1.56,106.37,11.0
5066,14,11,2013,11.0,16.0,52.0,17.0,63.0,60.0,15.1,61.0,1.37,96.24,20.0
5067,15,11,2013,20.0,11.0,38.0,29.0,74.0,63.0,13.5,68.0,0.62,70.44,20.0
5068,16,11,2013,20.0,20.0,55.0,27.0,68.0,74.0,14.3,60.0,0.88,128.53,26.0
5069,17,11,2013,26.0,20.0,44.0,35.0,61.0,68.0,13.7,62.0,0.87,137.39,31.0
5070,18,11,2013,31.0,26.0,37.0,42.0,78.0,61.0,12.7,64.0,0.81,148.92,33.0
5071,19,11,2013,33.0,31.0,39.0,45.0,83.0,78.0,13.4,67.0,1.0,98.21,30.0
5072,20,11,2013,30.0,33.0,36.0,42.0,77.0,83.0,14.9,77.0,0.68,132.22,33.0
5073,21,11,2013,33.0,30.0,25.0,45.0,78.0,77.0,14.9,80.0,0.48,176.35,33.0
5074,22,11,2013,33.0,33.0,44.0,45.0,79.0,78.0,15.0,73.0,0.69,156.07,24.0
5075,23,11,2013,24.0,33.0,35.0,34.0,74.0,79.0,16.0,68.0,1.51,111.46,29.0
5076,24,11,2013,29.0,24.0,50.0,40.0,76.0,74.0,13.0,86.0,0.72,146.48,37.0
5077,25,11,2013,37.0,29.0,45.0,50.0,88.0,76.0,12.7,73.0,0.81,221.73,20.0
5078,26,11,2013,20.0,37.0,38.0,27.0,66.0,88.0,9.5,69.0,1.34,252.89,24.0
5079,27,11,2013,24.0,20.0,42.0,33.0,71.0,66.0,8.6,66.0,0.99,119.75,24.0
5080,28,11,2013,24.0,24.0,53.0,33.0,78.0,71.0,6.8,55.0,1.59,252.18,28.0
5081,29,11,2013,28.0,24.0,56.0,39.0,84.0,78.0,7.1,53.0,1.58,165.63,36.0
5083,1,12,2013,15.0,36.0,54.0,7.0,67.0,81.0,11.1,81.0,1.3,86.43,15.0
5084,2,12,2013,15.0,15.0,39.0,20.0,66.0,67.0,11.5,80.0,1.3,220.05,19.0
5085,3,12,2013,19.0,15.0,42.0,39.0,64.0,66.0,8.0,72.0,1.06,148.05,17.0
5086,4,12,2013,17.0,19.0,41.0,32.0,77.0,64.0,6.2,77.0,0.94,170.19,18.0
5087,5,12,2013,18.0,17.0,47.0,39.0,90.0,77.0,7.7,65.0,1.13,197.43,17.0
5088,6,12,2013,17.0,18.0,34.0,26.0,84.0,90.0,8.0,77.0,0.65,169.29,25.0
5089,7,12,2013,25.0,17.0,68.0,65.0,63.0,84.0,7.2,80.0,2.61,266.91,18.0
5090,8,12,2013,18.0,25.0,62.0,54.0,83.0,63.0,7.0,84.0,1.04,241.96,17.0
5091,9,12,2013,17.0,18.0,40.0,34.0,88.0,83.0,7.4,85.0,0.51,198.83,18.0
5092,10,12,2013,18.0,17.0,56.0,53.0,71.0,88.0,9.8,82.0,2.89,239.12,19.0
5093,11,12,2013,19.0,18.0,50.0,35.0,75.0,71.0,5.5,76.0,0.96,177.87,17.0
5094,12,12,2013,17.0,19.0,51.0,27.0,84.0,75.0,7.2,78.0,1.13,95.38,20.0
5095,13,12,2013,20.0,17.0,50.0,35.0,89.0,84.0,9.1,78.0,0.78,137.81,14.0
5096,14,12,2013,14.0,20.0,39.0,43.0,92.0,89.0,7.7,79.0,0.61,157.0,15.0
5097,15,12,2013,15.0,14.0,37.0,29.0,83.0,92.0,7.7,75.0,0.6,171.29,19.0
5098,16,12,2013,19.0,15.0,51.0,27.0,72.0,83.0,6.7,77.0,1.27,154.45,17.0
5099,17,12,2013,17.0,19.0,42.0,30.0,81.0,72.0,6.7,77.0,1.0,138.28,13.0
5100,18,12,2013,13.0,17.0,25.0,27.0,120.0,81.0,6.9,83.0,0.76,188.42,13.0
5101,19,12,2013,13.0,13.0,21.0,24.0,119.0,120.0,6.4,82.0,0.46,141.51,10.0
5102,20,12,2013,10.0,13.0,19.0,21.0,118.0,119.0,6.5,81.0,0.4,144.48,11.0
5103,21,12,2013,11.0,10.0,42.0,28.0,119.0,118.0,8.1,84.0,0.84,193.6,13.0
5104,22,12,2013,13.0,11.0,35.0,30.0,129.0,119.0,7.7,84.0,0.74,128.3,11.0
5105,23,12,2013,11.0,13.0,20.0,29.0,133.0,129.0,7.1,66.0,0.48,167.37,10.0
5106,24,12,2013,10.0,11.0,19.0,27.0,121.0,133.0,6.4,56.0,0.45,219.58,9.0
5107,25,12,2013,9.0,10.0,24.0,23.0,64.0,121.0,7.6,63.0,0.41,227.22,10.0
5108,26,12,2013,10.0,9.0,22.0,22.0,94.0,64.0,10.2,64.0,0.31,206.19,22.0
5109,27,12,2013,22.0,10.0,63.0,45.0,71.0,94.0,14.1,81.0,2.1,104.53,22.0
5110,28,12,2013,22.0,22.0,56.0,42.0,72.0,71.0,13.1,75.0,1.03,137.98,12.0
5111,29,12,2013,12.0,22.0,30.0,20.0,79.0,72.0,11.2,59.0,0.59,168.89,12.0
